38,59,85,75,59,30
38,74,29,51,91,72
25,51,56,65,39,59
44,44,4,73,58,84
15,73,45,77,96,32
31,99,12,78,58,73
39,32,8,47,55,79
39,59,71,45,95,56
16,49,91,28,89,71
43,50,17,44,48,65
42,74,43,3,50,90
29,50,71,82,77,88
40,62,38,56,63,41
29,43,36,46,61,78
29,77,16,69,86,58
17,37,3,55,30,99
23,99,73,78,82,43
24,70,21,95,61,94
22,65,22,35,77,99
34,33,13,95,42,86
35,46,73,0,81,47
20,64,43,54,79,89
17,67,14,14,34,35
37,75,35,27,62,54
19,85,68,42,90,64
21,33,7,36,88,98
36,32,40,86,75,76
27,46,70,6,70,64
23,57,64,89,33,92
30,74,89,25,98,31
18,65,29,40,95,92
15,41,58,25,30,51
44,65,38,75,83,30
30,74,10,4,36,69
38,60,3,9,74,65
28,98,16,32,61,71
31,44,53,22,80,60
19,78,44,63,88,48
24,62,17,58,93,87
38,43,32,13,84,95
28,68,40,38,79,74
35,60,33,39,45,47
39,34,73,43,46,51
19,67,46,10,49,80
19,54,13,13,76,78
29,97,78,14,62,55
28,47,84,26,34,81
42,99,93,72,94,37
30,64,95,46,41,70
32,47,39,13,50,99
22,55,39,98,45,57
41,68,83,57,83,46
33,32,10,96,44,85
28,99,15,93,68,64
34,63,74,43,36,49
19,41,32,67,71,55
36,81,25,8,71,71
27,78,82,16,86,83
35,90,98,3,68,36
21,82,2,51,35,44
38,92,92,31,43,86
30,97,52,72,31,78
34,40,10,48,86,73
40,41,57,47,35,94
25,58,71,97,30,41
28,54,0,79,42,54
41,74,13,14,82,68
36,63,84,9,40,35
36,46,30,0,93,34
22,46,48,71,55,66
20,92,3,85,61,65
24,44,21,57,39,74
31,45,0,62,74,65
24,31,69,21,74,71
18,65,54,41,96,89
24,85,35,15,76,90
22,93,26,25,45,71
33,48,85,57,78,92
36,40,62,83,40,63
44,71,4,24,99,77
43,67,24,6,91,36
17,57,28,55,95,59
21,59,59,75,44,91
44,66,61,33,95,98
43,32,95,22,58,35
28,93,86,44,92,96
38,72,65,97,56,97
21,38,41,32,88,31
34,71,1,60,32,42
23,86,36,71,95,58
31,46,8,52,90,73
42,39,75,11,41,63
20,99,8,80,49,74
19,51,26,24,42,80
43,58,56,40,93,80
20,34,14,78,83,82
23,78,0,97,77,79
17,67,89,88,84,46
25,67,2,18,70,91
34,50,96,16,49,66
28,98,28,95,42,42
25,37,24,60,66,96
24,60,61,63,38,77
34,52,41,58,68,79
31,56,27,75,89,46
33,74,20,79,59,59
34,97,42,43,98,65
26,92,93,57,39,48
37,52,95,46,32,95
40,48,6,3,47,33
22,56,57,69,61,73
41,96,42,18,52,91
43,57,6,48,34,74
34,36,76,74,71,53
28,36,80,23,49,30
24,31,21,41,78,67
43,33,62,77,88,47
35,35,32,74,61,97
24,76,56,65,69,99
38,57,15,14,40,32
22,85,44,3,31,89
36,79,63,91,74,40
24,69,9,10,74,80
21,54,76,34,87,43
40,65,17,42,59,96
20,61,5,31,99,40
35,49,10,73,76,40
20,67,2,32,97,58
25,64,21,65,99,39
35,38,97,58,91,73
39,78,42,65,65,48
23,60,45,73,76,44
26,41,70,23,77,43
26,88,56,40,49,71
34,86,93,14,34,78
29,99,64,22,51,36
16,73,71,11,83,82
26,67,73,48,94,85
22,49,28,11,93,88
19,44,61,83,94,91
24,90,91,42,61,76
43,60,4,86,51,97
29,87,71,26,37,85
37,60,29,22,77,45
33,49,20,41,34,33
26,49,7,36,37,39
15,34,8,79,84,82
15,47,47,51,42,46
36,50,61,87,33,32
20,71,87,92,32,39
23,87,42,57,79,94
41,30,80,42,93,85
34,97,78,2,63,64
30,81,85,12,99,66
29,38,87,53,38,65
44,92,63,3,86,73
33,90,71,65,71,58
30,74,37,99,66,69
37,56,38,8,74,59
23,72,27,32,35,80
20,44,99,98,40,89
31,98,7,76,73,84
20,49,99,27,53,61
41,88,9,2,82,79
28,45,31,23,72,78
24,86,49,88,49,53
22,92,72,98,76,93
44,98,7,64,82,36
26,67,51,99,76,80
20,36,51,0,43,78
33,91,5,55,69,81
36,42,31,22,95,71
42,89,27,47,77,97
25,44,79,17,48,54
36,55,72,82,51,84
39,30,13,5,88,86
41,49,21,92,48,85
28,96,50,45,80,36
44,97,14,31,88,50
27,80,92,16,96,42
28,71,8,54,60,46
33,67,95,55,44,38
37,51,64,20,61,36
29,52,87,99,77,89
20,77,71,9,78,38
44,73,81,26,78,86
22,34,78,30,46,99
31,40,14,84,33,55
32,60,55,21,33,48
18,72,53,57,37,73
44,63,14,2,95,97
44,76,67,34,43,93
40,38,82,2,66,91
28,67,52,81,91,74
18,54,2,55,69,32
38,45,81,95,92,56
44,31,36,80,43,65
40,51,75,60,36,88
30,34,4,7,39,78
23,82,82,40,56,85
32,87,66,40,42,66
24,83,93,94,65,55
44,99,51,58,41,70
27,60,66,66,94,73
30,51,3,6,39,30
27,75,86,49,40,97
33,82,60,94,96,45
27,34,89,32,46,31
32,40,8,24,54,84
32,53,41,46,83,82
43,33,57,92,52,79
38,81,38,29,90,37
19,85,89,94,57,96
22,70,59,69,90,51
31,64,20,63,81,83
27,86,0,87,59,41
24,75,43,56,67,71
33,45,65,52,44,57
17,72,47,47,58,57
25,85,62,80,87,67
42,34,80,22,63,71
16,82,56,30,72,45
44,71,52,18,51,89
20,84,20,98,82,82
34,75,33,76,63,57
21,33,1,6,62,36
29,51,8,61,59,78
43,34,96,83,73,44
28,31,18,41,99,41
30,61,36,57,72,67
17,97,5,79,43,92
36,35,98,7,82,76
42,71,84,89,75,75
39,48,82,76,78,35
40,64,7,58,99,88
43,73,4,16,91,93
36,81,0,48,66,54
43,76,3,51,98,57
20,62,32,11,87,66
18,61,60,98,74,42
37,58,68,8,60,48
17,93,64,64,79,36
37,74,29,93,34,51
19,63,1,49,45,41
42,75,90,0,98,56
15,76,99,69,85,32
39,50,77,56,56,60
37,86,75,54,60,48
23,49,85,54,45,76
29,78,48,59,50,66
41,88,55,90,99,72
16,89,59,80,32,71
20,89,25,84,77,92
40,53,30,41,90,36
43,32,83,94,48,92
17,69,25,30,86,34
20,51,5,64,82,94
42,49,75,5,60,85
33,87,22,37,31,48
33,54,30,38,92,46
16,66,37,17,99,80
33,71,54,65,99,62
22,98,61,3,89,68
16,74,62,17,87,96
22,31,64,65,40,31
29,92,22,4,37,58
18,94,84,93,81,53
37,53,70,48,57,60
34,75,19,40,88,41
38,46,98,80,75,66
20,67,22,88,62,51
23,63,10,72,30,75
30,64,90,2,41,40
15,65,41,6,90,91
25,46,80,53,97,38
22,74,14,15,71,62
28,94,57,82,85,80
43,85,68,22,64,34
32,78,40,55,38,63
16,98,71,56,92,43
40,69,13,89,47,37
39,30,79,2,67,47
22,80,42,15,41,40
16,74,1,13,94,56
32,37,72,5,88,68
18,43,62,84,75,68
18,46,73,5,65,64
25,34,20,47,48,55
33,81,89,62,52,60
35,37,99,68,40,74
29,46,49,74,44,91
23,50,60,27,84,80
32,34,11,87,37,64
23,97,3,28,32,58
31,75,94,34,87,39
32,98,86,52,94,31
28,87,91,40,56,94
21,57,91,74,47,95
33,77,45,0,68,95
16,94,45,22,58,61
38,36,65,24,80,44
16,67,69,84,75,74
39,85,25,17,96,80
24,57,50,60,41,68
32,88,42,23,91,35
24,43,85,81,91,81
19,74,31,46,32,82
37,66,71,47,64,73
16,47,82,79,62,59
33,37,66,12,96,82
20,43,58,46,85,92
43,30,20,13,33,87
23,77,46,14,30,87
38,75,16,93,63,63
15,59,94,98,40,47
34,76,51,17,49,66
22,80,42,25,34,75
44,33,60,11,51,37
18,97,22,63,45,94
26,46,13,28,59,66
40,89,86,65,59,91
35,59,73,53,86,90
44,66,72,6,79,72
37,88,71,28,72,91
20,98,49,99,51,84
36,87,10,93,61,94
41,55,9,15,94,63
41,80,19,42,39,41
29,85,59,80,88,70
18,81,48,16,85,61
42,56,70,84,45,61
19,49,13,68,76,82
33,81,90,18,35,42
26,51,18,75,79,93
22,76,88,55,50,61
39,37,68,3,55,32
38,76,48,69,95,60
36,88,68,29,50,72
26,92,3,83,76,44
17,46,16,42,64,62
15,80,75,70,79,74
16,57,59,57,68,78
24,44,46,22,92,85
30,89,32,26,89,55
19,49,60,3,52,94
28,73,36,50,58,93
37,99,69,83,62,76
35,61,16,3,40,53
35,44,54,39,84,72
16,90,97,52,30,44
44,71,56,6,49,52
21,55,27,54,71,45
40,66,89,52,55,86
32,89,31,41,96,56
28,90,87,53,44,46
41,71,43,6,56,42
21,94,69,69,83,95
29,88,30,0,43,75
36,84,11,72,33,93
23,57,92,14,30,97
20,38,49,88,67,54
16,39,63,11,85,41
22,74,19,12,94,67
39,96,43,31,52,95
19,48,76,66,88,46
40,42,54,14,55,34
23,59,44,84,56,69
42,70,58,2,34,94
27,66,93,3,36,33
16,57,17,92,44,47
37,44,57,54,95,59
30,74,21,37,82,98
43,82,96,23,74,58
15,80,87,3,79,57
22,87,65,30,86,81
18,84,62,96,43,69
42,76,92,56,64,40
42,72,76,32,31,54
21,58,40,75,57,41
15,60,24,80,31,96
35,80,45,96,72,73
30,40,78,85,51,57
18,44,1,44,85,55
17,84,22,20,47,90
25,59,77,46,88,84
44,85,14,34,37,84
18,80,36,6,87,52
32,44,74,29,41,84
24,55,61,31,38,61
37,82,89,31,34,83
26,53,55,9,55,91
22,95,44,5,81,61
44,87,36,79,46,77
23,81,25,51,66,78
15,99,95,19,84,74
28,34,2,59,37,94
15,70,72,78,79,63
18,44,93,27,74,32
32,45,14,15,55,76
43,70,10,21,35,76
37,76,65,14,33,41
21,52,84,2,97,78
28,94,37,78,90,89
19,60,46,94,42,53
42,47,48,98,96,30
44,64,36,59,94,43
35,81,8,37,85,72
18,86,28,12,44,38
36,48,54,63,39,34
19,99,29,21,55,52
43,68,1,62,46,65
44,88,92,48,94,63
34,77,32,7,61,51
41,46,8,14,92,97
21,60,58,0,91,99
26,34,86,9,55,97
29,91,78,28,98,49
17,55,90,70,58,48
43,66,75,0,83,81
19,88,47,97,77,83
38,38,38,90,56,81
29,97,99,8,43,65
32,71,38,65,83,71
38,30,23,37,36,99
15,74,82,25,35,63
35,87,31,0,87,80
24,95,70,65,82,76
33,77,8,37,70,99
18,72,74,32,75,42
37,33,9,4,71,90
17,44,74,35,50,70
33,66,39,18,63,80
24,93,51,45,42,61
23,61,18,13,79,97
33,90,78,93,51,58
18,83,57,47,54,62
25,53,71,7,50,54
28,33,27,26,91,90
43,40,66,33,40,99
29,94,92,61,70,78
30,48,13,57,36,92
21,94,89,91,65,66
28,63,4,68,69,91
22,55,47,67,65,64
18,31,18,99,55,73
17,37,55,35,75,64
40,70,58,21,46,38
40,85,70,66,88,63
18,43,8,83,90,82
44,36,74,84,56,43
40,43,23,30,41,49
21,40,42,39,69,49
21,86,33,78,78,41
32,98,62,29,48,85
16,51,54,85,31,86
23,64,6,49,82,75
21,69,34,99,54,71
34,92,69,8,35,48
25,72,93,89,79,92
15,73,19,56,47,80
31,40,94,50,68,54
40,93,31,96,58,75
17,36,29,11,87,77
43,95,95,10,71,79
44,42,23,93,49,53
17,44,84,31,91,34
38,90,59,89,80,99
39,42,33,95,75,37
17,90,16,4,65,87
34,80,88,39,70,47
15,66,17,76,36,56
33,90,19,80,99,44
29,63,44,48,78,77
34,49,70,56,72,87
40,84,13,93,32,61
15,88,77,43,36,70
30,57,57,7,98,71
22,68,84,30,62,83
41,60,33,5,40,33
27,42,17,5,63,56
33,32,77,19,68,50
15,65,44,27,53,72
36,46,15,58,78,58
36,46,4,33,87,50
31,79,19,47,46,54
23,44,79,2,90,67
31,31,75,14,79,43
15,38,79,18,38,42
28,35,19,41,71,83
43,53,26,47,61,99
42,89,34,90,97,59
19,69,69,90,62,89
30,85,6,32,88,54
17,56,81,72,40,68
24,42,27,45,95,76
19,78,7,10,40,43
35,45,20,52,70,31
30,73,76,28,31,59
22,84,9,12,84,62
15,33,63,59,55,53
36,63,65,18,63,65
41,43,8,53,32,34
17,77,49,62,83,42
37,83,95,66,98,59
38,94,68,66,40,66
17,59,57,34,69,74
21,38,92,38,89,49
42,88,88,21,49,60
42,32,15,97,36,32
25,86,90,32,97,94
25,47,26,94,95,33
26,62,79,91,65,78
22,34,20,43,35,73
44,31,58,15,97,89
38,81,83,94,38,45
35,60,77,33,91,61
42,51,52,60,65,61
17,35,19,81,32,48
31,87,7,15,64,83
40,61,8,77,57,69
