42,48,37,81,35,30
42,53,51,67,37,69
44,65,92,78,31,35
40,82,79,24,69,33
15,61,78,85,49,79
37,64,19,43,43,35
38,79,46,35,54,78
31,35,8,25,88,33
36,94,14,99,84,38
35,42,44,79,89,47
23,79,27,74,86,76
41,60,8,69,55,79
20,50,96,92,68,54
27,51,86,89,45,60
27,37,86,4,82,82
41,65,68,75,69,38
34,64,71,2,80,38
23,33,5,28,97,39
20,91,22,81,37,51
20,71,18,87,33,56
27,79,71,53,31,45
33,99,74,70,47,84
34,57,29,76,50,55
37,84,81,35,76,49
37,38,46,10,32,73
17,97,47,39,40,46
39,79,53,30,45,89
38,79,50,42,33,42
18,38,26,45,45,99
16,53,51,78,46,35
16,65,45,12,88,42
31,85,90,25,82,47
33,65,43,81,54,30
16,79,3,32,86,67
26,53,21,4,92,65
36,72,92,60,84,64
21,69,77,10,39,40
28,99,32,68,66,63
32,63,85,96,34,87
26,51,19,71,72,75
20,36,59,49,47,40
25,40,24,95,48,97
15,63,24,27,79,78
35,31,42,62,94,96
37,80,18,18,32,86
41,98,2,82,89,98
20,58,73,83,63,44
32,64,77,66,83,65
39,99,34,42,54,90
26,84,1,77,60,38
22,54,48,2,48,64
34,93,74,97,67,79
15,53,3,92,69,38
29,77,34,18,80,86
20,37,82,15,42,81
44,41,19,88,95,67
39,75,78,52,77,77
15,60,16,80,82,98
41,50,90,74,80,60
38,80,63,55,55,69
19,99,13,61,51,82
16,41,13,19,35,99
29,49,9,40,43,74
43,67,91,35,55,83
28,43,67,91,56,85
22,36,59,54,59,93
34,66,71,82,36,49
30,81,20,57,62,37
16,40,3,12,65,89
29,53,40,55,41,70
40,99,27,84,84,65
30,30,64,91,88,66
37,74,0,63,79,34
39,87,57,64,92,64
16,65,82,58,93,71
32,64,81,28,76,89
29,78,36,25,87,51
31,63,25,91,60,86
16,49,69,68,62,94
19,51,79,73,95,37
37,31,20,42,68,73
27,77,52,87,75,61
15,35,54,34,30,55
33,96,5,24,88,33
35,79,87,16,56,68
29,91,30,26,42,36
42,30,78,44,90,98
17,39,64,13,66,35
22,38,5,6,53,46
25,69,33,55,31,56
